userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
10429117@N00,1,9,1195111840,1195111840,1,5,0
10429117@N00,1,13,1195114475,1195115697,2,5,1222
10429117@N00,1,16,1195109578,1195110986,4,5,1408
10429117@N00,1,1,1195110441,1195110709,3,5,268
10429117@N00,1,3,1195109885,1195109885,1,5,0
15308437@N00,2,15,1300475210,1300475210,1,1,0
17856604@N00,3,8,1341903759,1341903759,1,3,0
17856604@N00,3,1,1341902319,1341907135,5,3,4816
17856604@N00,3,3,1341907816,1341907816,1,3,0
19347785@N03,4,1,1284875516,1284875516,1,1,0
21147679@N08,5,1,1382511801,1382531965,4,2,20164
21147679@N08,5,7,1382508437,1382508437,1,2,0
22326777@N06,6,1,1367207435,1367207435,1,1,0
24048625@N03,7,9,1307172969,1307172969,1,1,0
25888224@N03,8,1,1371078870,1371083189,18,1,4319
26958633@N02,9,1,1381665226,1381665226,1,1,0
27921677@N00,10,1,1209882673,1209884074,5,1,1401
27921677@N00,11,1,1210297982,1210297982,1,1,0
27959687@N03,12,1,1366254210,1366261062,19,2,6852
27959687@N03,12,8,1366261789,1366261903,4,2,114
28023103@N06,13,14,1152912757,1152912757,1,1,0
28023103@N06,14,14,1174427359,1174427359,1,1,0
28023103@N06,15,14,1227703170,1227703170,1,1,0
28023103@N06,16,14,1228718501,1228718501,1,1,0
28023103@N06,17,8,1240732042,1240732054,2,1,12
28023103@N06,18,14,1254890124,1254890124,1,1,0
28023103@N06,19,14,1256937261,1256937261,1,1,0
28023103@N06,20,14,1257002082,1257002082,1,1,0
28023103@N06,21,14,1257150645,1257150645,1,1,0
28023103@N06,22,14,1257207604,1257207604,1,1,0
28023103@N06,23,14,1257546501,1257558122,2,1,11621
28023103@N06,24,14,1257887767,1257887767,1,1,0
28023103@N06,25,14,1258532643,1258532643,1,1,0
28023103@N06,26,14,1262249446,1262249446,1,1,0
28023103@N06,27,14,1262286550,1262286550,1,1,0
28023103@N06,28,14,1262799711,1262799711,1,1,0
28023103@N06,29,14,1262923911,1262924060,5,1,149
28023103@N06,30,14,1263745441,1263745441,1,1,0
28023103@N06,31,14,1263806508,1263806508,1,1,0
28023103@N06,32,14,1264817463,1264817463,1,1,0
28023103@N06,33,14,1266902304,1266902304,1,1,0
28023103@N06,34,14,1274073362,1274073362,1,1,0
28023103@N06,35,14,1274433635,1274450822,2,1,17187
28023103@N06,36,14,1274665802,1274665802,1,1,0
28023103@N06,37,14,1274754542,1274754542,1,1,0
28023103@N06,38,10,1280046667,1280046667,1,1,0
28023103@N06,39,14,1280262542,1280265121,3,1,2579
28023103@N06,40,14,1280310200,1280310200,1,1,0
28023103@N06,41,14,1281000008,1281000029,2,1,21
28023103@N06,42,14,1281087964,1281094389,3,1,6425
28023103@N06,43,14,1281136952,1281138343,2,1,1391
28023103@N06,44,14,1281182557,1281185867,3,1,3310
28023103@N06,45,14,1281256021,1281276841,7,1,20820
28023103@N06,46,14,1281398258,1281398285,2,1,27
28023103@N06,47,14,1281497578,1281497578,1,1,0
28023103@N06,48,14,1281532503,1281570613,3,1,38110
28023103@N06,49,14,1281605913,1281605991,2,1,78
28023103@N06,50,14,1281773822,1281773857,3,1,35
28023103@N06,51,14,1281840458,1281840458,1,1,0
28023103@N06,52,14,1281968704,1281968704,1,1,0
28023103@N06,53,14,1282941921,1282941921,1,1,0
28023103@N06,54,14,1283159229,1283159229,1,1,0
28023103@N06,55,14,1283200919,1283200919,1,1,0
28023103@N06,56,14,1283246244,1283246244,1,1,0
28023103@N06,57,14,1283420676,1283420676,1,1,0
28023103@N06,58,14,1283852586,1283852586,1,1,0
28023103@N06,59,14,1283935094,1283961542,2,1,26448
28023103@N06,60,7,1285484896,1285484896,1,1,0
28023103@N06,61,14,1285752500,1285753193,2,1,693
28023103@N06,62,14,1285835878,1285835878,1,1,0
28023103@N06,63,14,1285873201,1285873201,1,1,0
28023103@N06,64,13,1285927663,1285927663,1,3,0
28023103@N06,64,14,1285912681,1285912681,1,3,0
28023103@N06,64,9,1285927353,1285927353,1,3,0
28023103@N06,65,9,1286037964,1286053845,2,1,15881
28023103@N06,66,9,1286094490,1286134063,4,1,39573
28023103@N06,67,9,1286180106,1286185865,2,1,5759
28023103@N06,68,9,1286218731,1286218731,1,1,0
28023103@N06,69,7,1286314028,1286314028,1,1,0
28023103@N06,70,7,1286402330,1286402330,1,1,0
28023103@N06,71,14,1292566301,1292619601,8,1,53300
28685313@N00,72,13,1334473574,1334473574,1,1,0
29626994@N08,73,10,1267271013,1267271013,1,1,0
32085032@N00,74,1,1128764723,1128765854,3,2,1131
32085032@N00,74,16,1128764228,1128764228,1,2,0
32085032@N00,75,2,1128817646,1128823499,23,1,5853
32811347@N08,76,1,1376276854,1376297576,16,1,20722
33634478@N00,77,10,1334052249,1334052249,1,1,0
33634478@N00,78,14,1334142979,1334142979,1,1,0
33634478@N00,79,10,1334310571,1334310571,1,1,0
33661736@N06,80,14,1239693121,1239693121,1,3,0
33661736@N06,80,1,1239678438,1239682028,6,3,3590
33661736@N06,80,16,1239677855,1239677855,1,3,0
35409927@N05,81,10,1364725955,1364726849,5,1,894
36521977832@N01,82,15,1368792313,1368797191,3,1,4878
37807125@N00,83,8,1175946688,1175946688,1,1,0
37807125@N00,84,2,1176004309,1176005707,5,2,1398
37807125@N00,84,1,1175989374,1175992661,11,2,3287
39155920@N04,85,9,1375153592,1375153675,2,4,83
39155920@N04,85,1,1375142697,1375144611,14,4,1914
39155920@N04,85,15,1375151149,1375154017,2,4,2868
39155920@N04,85,3,1375145998,1375147734,4,4,1736
39155920@N04,86,1,1376229475,1376229475,1,1,0
40295335@N00,87,3,1310916448,1310916502,2,2,54
40295335@N00,87,11,1310916344,1310916344,1,2,0
40295335@N00,88,11,1310985510,1310986744,3,3,1234
40295335@N00,88,1,1310985287,1310992792,5,3,7505
40295335@N00,88,3,1310990994,1310992792,3,3,1798
40866968@N06,89,1,1367563968,1367567864,67,1,3896
40866968@N06,90,1,1367732432,1367732490,4,1,58
42583704@N00,91,10,1354189263,1354189263,1,2,0
42583704@N00,91,14,1354185692,1354186050,2,2,358
42583704@N00,92,1,1354242229,1354246821,16,1,4592
42944774@N02,93,1,1333267646,1333274280,2,1,6634
43405845@N05,94,10,1346670881,1346670881,1,1,0
45114065@N00,95,15,1247713285,1247713737,3,1,452
45114065@N00,96,16,1251454392,1251454392,1,2,0
45114065@N00,96,15,1251459789,1251459975,2,2,186
45114065@N00,97,10,1269172322,1269172322,1,1,0
45114065@N00,98,16,1269252062,1269254582,3,1,2520
45114065@N00,99,15,1272871446,1272872761,2,2,1315
45114065@N00,99,9,1272873361,1272873601,2,2,240
45114065@N00,100,16,1313900493,1313903130,2,3,2637
45114065@N00,100,11,1313904200,1313904200,1,3,0
45114065@N00,100,15,1313918422,1313918422,1,3,0
49296659@N00,101,1,1271300242,1271300242,1,1,0
49442084@N00,102,1,1172985224,1172985224,1,1,0
